ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Disciplines,Cost
21093,EAST,1200,002,Lecture,3,Ying Yue,mo 5:30pm - 8:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,East Asian Calligraphy,,Open,2,20,0,This new course will serve students with or without East Asian background to understand and experience East Asian calligraphy or Shufa. The course will focus on Chinese calligraphy since it forms the basis for other types of East Asian calligraphy. Students will be able to: 1. understand the culture and philosophy behind Shufa; 2. critique artistic features of Shufa styles; 3. create a portfolio of essays and artworks of and about Shufa.,"Artistic, Interpretive, & Philosophical Inquiry",
11593,EAST,4991,001,SEM,1,Charles Laughlin,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,East Asian Studies Capstone,,Open,1,15,0,"Capstone course required for all East Asian Studies majors in their final year. Pre-Requisites: Restricted to Fourth Year, Fifth Year East Asian Studies majors",,
14299,EAST,4999,001,IND,3,Charles Laughlin,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Distinguished Majors Senior Thesis,,Open,0,1,0,The second part of a two-semester sequence of tutorial work for students completing a Senior Thesis as part of the Distinguished Majors Program in East Asian Studies or East Asian Languages and Literatures. Prerequisites: Student must be enrolled in the Distinguished Majors Program in East Asian Studies and have already completed EAST 4998.Prerequisite: Instructor Permission,,
17552,EBUS,1800,001,Lecture,3,James Cheng,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Business Fundamentals,,Open,1,55,0,"This course introduces students to key business topics relevant to high technology companies. Students will learn how to understand and interpret financial statements and frame financial decisions, including building a business case. The course will explore typical organizational structures and the roles of business functions. Students will be introduced to business models and other concepts in marketing and business strategy.",,
20275,EBUS,2730,001,Lecture,3,Milton Whitfield,tu 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Deals & Negotiations for Engineers,,Open,3,48,0,"The course will not only teach the components of doing a transaction but also the skills necessary to negotiate effectively and work with legal partners. Agreement types important to the technology sector will be explored. Students will learn from readings, case studies, projects, and in-class discussions.",,
17459,EBUS,2830,001,Lecture,3,"George Prpich, Doug Garland",tuth 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Innovation and New Ventures,,Open,0,45,0,"An introduction to concepts innovators use to solve problems and create value by addressing unmet needs. Learn how to identify and evaluate opportunities and use proven entrepreneurial frameworks to create new products and businesses for companies of all sizes. Through class activities, projects, and presentations you will learn how storytelling, teamwork, and leadership skills are essential for starting, funding, and building your business. Prerequisite: EBUS 1800",,
17460,EBUS,2850,001,Lecture,3,James Lark,tuth 11:00am - 12:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Government and Entrepreneurship,,Open,0,40,0,"The course explores government contracting, how the government procures products and services, and opportunities created through government regulation. Pre-requisite: STS 1500 or ENGR 1020 or ENGR 2595-Engineering Foundations II.",,
20801,EBUS,4700,001,Lecture,3,"George Prpich, Doug Garland",tu 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Innovation Garage,,Open,5,40,0,"Innovation Garage will help students develop skills to build new businesses that leverage technology to scale. Guided by the instructors and guest coaches, students will develop startup ideas by applying well-known frameworks and lessons learned in building new ventures. The course emphasizes the need to understand the pain points experienced by potential customers, as well as determining whether a solution addresses those unmet needs. Prerequisite: EBUS 2830 or ENTP 1010",,
17461,EBUS,4810,001,Lecture,3,Adarsh Ramakrishnan,th 3:30pm - 6:00pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,New Product Development,,Open,5,50,0,"Students will learn the fundamentals of product management. Topics include identifying unmet needs, understanding markets, implementing product development frameworks and processes, building businesses, and working with multi-functional teams. The application of these concepts to different phases of the product lifecycle will be explored. Students will build technical, professional, and soft skills necessary for success in product management. Prerequisite: EBUS 1800 and enrolled in the Engineering Business Minor or Entrepreneurship Minor - Tech Concentration and 3rd or 4th year standing",,
17262,ECE,2200,001,Lecture,4,"Keith Williams, Avik Ghosh, Christian Hellings, Nathan Swami",tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Applied Physics,,Open,1,148,0,"An applied physics course in electricity and magnetism, with emphasis on the technologies derived from them. An integrated lab component will provide team-based, hands-on examples and reviews of key concepts. Calculus 3 (Multivariable) may be taken concurrently; however, students should be proficient with vectors and calculus, including the chain rule and trigonometric functions. Co-requisite:  APMA 2120 or equivalent, and Prerequisite: PHYS 1425 and APMA 1110 or equivalent.",,
17263,ECE,2200,002,Lecture,4,"Keith Williams, Avik Ghosh, Christian Hellings, Nathan Swami",tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Applied Physics,,Open,1,148,0,"An applied physics course in electricity and magnetism, with emphasis on the technologies derived from them. An integrated lab component will provide team-based, hands-on examples and reviews of key concepts. Calculus 3 (Multivariable) may be taken concurrently; however, students should be proficient with vectors and calculus, including the chain rule and trigonometric functions. Co-requisite:  APMA 2120 or equivalent, and Prerequisite: PHYS 1425 and APMA 1110 or equivalent.",,
17261,ECE,2300,001,STO,3,Caroline Crockett,mowe 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,Caroline Crockett,fr 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,Applied Circuits,,Open,0,60,0,"This course introduces electrical engineering theory and its application to circuits containing active and passive circuit elements. Content includes fundamental concepts such as voltage, current, power, energy and Ohm's Law as well as circuit analysis techniques including node-voltage and mesh-current based on circuit laws and theorems such as Kirchhoff Laws, source superposition, and equivalent circuits. Prerequisite: Must have completed (APMA 1110 or MATH 1320) AND (ENGR 1624 or ENGR 1410 or ENGR 2595 Topic Engineering Foundations I or ENGR 1010)",,
17258,ECE,2330,001,Lecture,3,Xiaoxuan Yang,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Digital Logic Design,,Open,1,75,0,"Introduction to analysis and design of digital systems from switches to gates to components to CPU. Analysis and design of combinational and sequential components including multiplexers and demultiplexers, decoders and encoders, comparators, adders and ALU, registers and register files, counters and timers, RTL design, culminating in the design of a simple programmable processor. 10-12 studio design activities. Cross-listed as CS 2330.",,
17264,ECE,2410,001,Lecture,3,Farzad Hassanzadeh,mowe 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Intro to Machine Learning,,Open,3,50,0,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X",,
17260,ECE,2600,001,STO,3,Caroline Crockett,mowefr 9:00am - 10:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electronics,,Open,1,60,0,"Studies the modeling, analysis, design, computer simulation, and measurement of electrical circuits which contain non-linear devices such as junction diodes and field effect transistors. Includes the gain and frequency response of linear amplifiers, power supplies, and other practical electronic circuits. This course is taught in a studio style with mixed lecture and lab. Pre or Corequisite: APMA 2130 and ECE 2700 AND Prerequisite: (ECE 2300 or ECE 2501 Topic Applied Circuits (link 15599)",,
19610,ECE,2600,002,STO,3,Caroline Crockett,mowefr 11:00am - 12:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electronics,,Open,0,60,0,"Studies the modeling, analysis, design, computer simulation, and measurement of electrical circuits which contain non-linear devices such as junction diodes and field effect transistors. Includes the gain and frequency response of linear amplifiers, power supplies, and other practical electronic circuits. This course is taught in a studio style with mixed lecture and lab. Pre or Corequisite: APMA 2130 and ECE 2700 AND Prerequisite: (ECE 2300 or ECE 2501 Topic Applied Circuits (link 15599)",,
17259,ECE,2700,001,Lecture,3,Gustavo Rohde,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Signals and Systems,,Open,0,65,0,"Develops tools for analyzing signals and systems in continuous and discrete-time, for controls, communications, signal processing and machine learning. Primary concepts are the representation of signals and linear systems in the time domain (convolution, differential equations, state-space representation) and in the frequency domain (Fourier/Laplace analysis) including practical programming examples. Co-requisite: APMA 2130 or MATH 3250, and Prerequisite: (ECE 2300 or ECE 2501 Topic: Applied Circuits)",,
19611,ECE,2700,002,Lecture,3,Nikolaos Sidiropoulos,tuth 11:00am - 12:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Signals and Systems,,Open,1,45,0,"Develops tools for analyzing signals and systems in continuous and discrete-time, for controls, communications, signal processing and machine learning. Primary concepts are the representation of signals and linear systems in the time domain (convolution, differential equations, state-space representation) and in the frequency domain (Fourier/Laplace analysis) including practical programming examples. Co-requisite: APMA 2130 or MATH 3250, and Prerequisite: (ECE 2300 or ECE 2501 Topic: Applied Circuits)",,
17485,ECE,3103,001,Lecture,3,Andreas Beling,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Solid State Devices,,Open,2,40,0,"Analyzes the basics of band theory and atomic structure; charge-transport in solids; current voltage characteristics of semiconductor devices, including p-n junction diodes, bipolar transistors, Schottky diodes, and insulated-gate field-effect transistors; electron emission; and superconductive devices. Prerequisite: ECE 2300.",,
16154,ECE,3250,001,Lecture,3,Adam Barnes,mowefr 11:00am - 11:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electromagnetic Energy Conversion,,Open,4,33,0,"Analyzes the principles of electromechanical energy conversion; three-phase circuit analysis; magnetic circuits and nonlinearity; transformers; electromagnetic sensing devices; DC, synchronous, stepper, and induction machines; equivalent circuit models; power electronic control of machines, switching regulators, Class D amplification. Laboratory, computer, and design exercises complement coverage of fundamental principles. Prerequisite: ECE 2300 and PHYS 2415 or ECE 2200",,
16410,ECE,3251,001,Laboratory,1.5,Adam Barnes,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electromagnetic Energy Conversion Lab,,Open,1,12,0,This lab provides practical exposure and continuation of the topics covered in the lecture sections of ECE 3250. Topics include principles of measurement and analysis using computerized instrumentation. Co-requisite ECE 3250,,
16790,ECE,3251,002,Laboratory,1.5,Adam Barnes,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electromagnetic Energy Conversion Lab,,Open,1,14,0,This lab provides practical exposure and continuation of the topics covered in the lecture sections of ECE 3250. Topics include principles of measurement and analysis using computerized instrumentation. Co-requisite ECE 3250,,
17681,ECE,3251,003,Laboratory,1.5,Adam Barnes,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electromagnetic Energy Conversion Lab,,Open,0,9,0,This lab provides practical exposure and continuation of the topics covered in the lecture sections of ECE 3250. Topics include principles of measurement and analysis using computerized instrumentation. Co-requisite ECE 3250,,
16462,ECE,3430,001,STO,4,Todd Delong,mowe 1:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to Embedded Computer Systems,,Open,0,60,0,"An embedded computer is designed to efficiently interact directly with its physical environment. This lab-based course explores architecture and interface issues relating to the design, evaluation and implementation of embedded systems . Topics include hardware and software organization, power management, digital and analog I/O devices, memory systems, timing and interrupts. Prerequisites: (ECE 2300 or ECE 2630) AND ECE 2330 AND CS 2130 all with a grade of a C- or better.",,No Cost Course Materials
17456,ECE,3502,001,IND,1 - 4,Keith Williams,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Student-Initiated Projects ECE,Open,0,30,0,A third-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
19612,ECE,3502,002,IND,1 - 4,Caroline Crockett,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Student-Initiated Projects ECE,Open,0,30,0,A third-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
17487,ECE,3502,003,Lecture,3,Adam Barnes,mowe 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Third-Year Design Experience,Open,2,30,0,A third-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
19614,ECE,3502,005,Lecture,3,Nicola Bezzo,tuth 12:30pm - 1:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Decision Making for Robots,Open,6,25,0,A third-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
19829,ECE,3780,001,Lecture,3,Miaomiao Zhang,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Foundations of Data Analysis,,Open,3,30,0,"This course is an introduction to the foundations behind modern data analysis and machine learning. The first part of the course covers selected topics from probability theory and linear algebra that are key components of modern data analysis. Next, we cover multivariate statistical techniques for dimensionality reduction, regression, and classification. Finally, we survey recent topics in machine learning. Prerequisite: CS 2130",,
16845,ECE,4103,001,Lecture,3,Mona Zebarjadi,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Solid State Devices for Renewable Energy Conversion,,Open,1,25,0,"This class discusses solid state devices that are used for renewable energy application. While we will provide a general overview of most new and interesting technologies via lectures, discussions, and research presentations, we will focus on the detailed technical aspects of few devices namely: solar cells, thermionic devices, thermoelectric devices, solar thermal (CSPs), and batteries.",,
21430,ECE,4130,001,Lecture,3,Mool Gupta,tuth 5:00pm - 6:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Fundamentals of Photovoltaics and Solar Energy,,Open,0,10,0,"This course introduces photovoltaics and solar energy generation and gives an overview of the subject. The course will describe the operation of photovoltaic cells and efficiency improvements, industrial processes, solar thermal power generation, thin films, and nanomaterials for photovoltaics and future technologies.  Prerequisites: ECE 2200 or PHYS 2415 and APMA 2130 or MATH 3250.",,
16989,ECE,4265,001,Laboratory,1.5,Robert Weikle,we 9:00am - 10:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Microwave Engineering Laboratory,,Open,3,9,0,"Analyzes the measurement and behavior of high-frequency circuits and components; equivalent circuit models for lumped elements; measurement of standing waves, power, and frequency; use of vector network analyzers and spectrum analyzers; and computer-aided design, fabrication, and characterization of microstrip circuits. Corequisite: ECE 5260 or instructor permission.",,
16991,ECE,4265,002,Laboratory,1.5,Robert Weikle,th 9:00am - 10:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Microwave Engineering Laboratory,,Open,2,13,0,"Analyzes the measurement and behavior of high-frequency circuits and components; equivalent circuit models for lumped elements; measurement of standing waves, power, and frequency; use of vector network analyzers and spectrum analyzers; and computer-aided design, fabrication, and characterization of microstrip circuits. Corequisite: ECE 5260 or instructor permission.",,
16606,ECE,4332,001,Lecture,4.5,Benton Calhoun,tuth 11:00am - 12:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Introduction to VLSI Design,,Open,8,28,0,"Digital CMOS circuit design and analysis: combinational circuits, sequential circuits, and memory. Second order circuit issues. Global design issues: clocking and interconnect. Use of Cadence CAD tools. Team design of a significant VLSI chip including layout and implementation. Prerequisites: ECE 2330 and (ECE 2660 or ECE 2600)",,
21431,ECE,4430,001,Lecture,3,Homa Alemzadeh,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Real-time Embedded Systems,,Open,4,16,0,"This course explores advanced embedded systems topics such as design and validation of embedded computing systems, embedded C programming, real-time operating systems for microcontrollers, safety and security, cyber-physical systems, Internet of Things, and robotics. The course includes hands-on experience, paper presentations, and discussions.  Prerequisite: ECE 3430",,
16463,ECE,4435,001,Lecture,4.5,Todd Delong,mowefr 9:00am - 9:50am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Computer Architecture & Design,,Open,9,90,0,"Introduces computer architecture and provides a foundation for the design of complex synchronous digital devices, focusing on: 1) Established approaches of computer architecture, 2) Techniques for managing complexity at the register transfer level, and 3) Tools for digital hardware description, simulation, and synthesis. Includes laboratory exercises. Prerequisites: ECE 2330 and CS 2130",,No Cost Course Materials
19617,ECE,4440,001,Lecture,4.5,Keith Williams,mowefr 12:00pm - 12:50pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Computer Engineering Capstone,,Open,0,20,0,"Design, analysis and testing of an embedded computer system to meet specific needs, considering public health, safety and welfare as well as societal impacts. Tradeoff analysis and constraint satisfaction facilitated by the use of appropriate engineering analysis techniques. Semester-long team project develops physical prototype. Counts as major design experience for ECE students. Prerequisites (ECE 3430 or ECE 3502 ECR II) AND (ECE 3750 or ECE 2700) AND 4th year standing",,
16524,ECE,4457,001,Lecture,3,Qizhe Cai,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Computer Networks,,Open,0,5,0,A first course in communication networks for upper-level undergraduate students. Topics include the design of modern communication networks; point-to-point and broadcast network solutions; advanced issues such as Gigabit networks; ATM networks; and real-time communications. Cross-listed as CS 4457. Prerequisite:  CS 3330 or ECE 3430,,
17181,ECE,4501,002,Lecture,3,Kun Qian,tuth 2:00pm - 3:15pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Internet of Things,Open,1,24,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
21258,ECE,4501,003,Lecture,3,Amanda Watson,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Sensors and Ubiquitous Comp,Open,5,10,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
17312,ECE,4502,001,Lecture,3,Nikhil Shukla,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Hardware for Modern Computing,Open,5,15,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
17491,ECE,4502,002,Lecture,3,Jundong Li,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Machine Learning on Graphs,Open,2,10,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
17592,ECE,4502,004,Lecture,3,Gang Tao,tuth 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Adaptive Estimation & Control,Open,2,15,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
21257,ECE,4502,006,Lecture,3,Qiaochu Zhang,mowe 3:30pm - 4:45pm,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Special Topics in Electrical and Computer Engineering,Data Converters,Open,3,25,0,A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests.,,
20701,ECE,4660,001,Lecture,3,N. Barker,tuth 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Analog Integrated Circuits,,Open,1,26,0,"Topics include the design and analysis of analog integrated circuits; feedback amplifier analysis and design, including stability, compensation, and offset-correction; layout and floor-planning issues associated with mixed-signal IC design; selected applications of analog circuits such as A/D and D/A converters, references, and comparators; extensive use of CAD tools for design entry, simulation, and layout; and the creation of an analog integrated circuit design project. Prerequisites: ECE 3660 or instructor permission.",,
17298,ECE,4784,001,Lecture,3,Cong Shen,mowe 9:30am - 10:45am,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Machine Learning for Wireless Communications,,Open,3,20,0,"This is a survey course in the theory and technology of modern wireless communication systems, exemplified in cellular telephony, paging, microwave distribution systems, wireless networks, and even garage door openers. Wireless technology is inherently interdisciplinary, and the course seeks to serve the interests of a variety of students.",,
17683,ECE,4907,001,IND,1 - 3,Andreas Beling,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
17774,ECE,4907,002,IND,1 - 3,Kyusang Lee,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
17775,ECE,4907,003,IND,1 - 3,Xiaoxuan Yang,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
17806,ECE,4907,004,IND,1 - 3,Mona Zebarjadi,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
19625,ECE,4907,005,IND,1 - 3,Nicola Bezzo,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
19626,ECE,4907,006,IND,1 - 3,Steven Bowers,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
19627,ECE,4907,007,IND,1 - 3,Homa Alemzadeh,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20703,ECE,4907,008,IND,1 - 3,Nikolaos Sidiropoulos,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,No Cost Course Materials
20704,ECE,4907,009,IND,1 - 3,Scott Acton,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20705,ECE,4907,010,IND,1 - 3,Mircea Stan,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20706,ECE,4907,011,IND,1 - 3,Homa Alemzadeh,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20707,ECE,4907,012,IND,1 - 3,Steven Bowers,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20708,ECE,4907,013,IND,1 - 3,Nicola Bezzo,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20709,ECE,4907,014,IND,1 - 3,Nathan Swami,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20710,ECE,4907,015,IND,1 - 3,Mathews Jacob,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20711,ECE,4907,016,IND,1 - 3,Mool Gupta,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20712,ECE,4907,017,IND,1 - 3,N. Barker,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20713,ECE,4907,018,IND,1 - 3,Avik Ghosh,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
20714,ECE,4907,019,IND,1 - 3,Cong Shen,tba,***,01/12/2026 - 04/28/2026,,,,,,,,,,,,,Electrical and Computer Engineering Research Projects,,Open,0,30,0,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission.",,
