ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Disciplines,Cost
11103,CHIN,2010,001,Lecture,4,Jun Wang,MoTuWeTh 11:00am - 11:50am,New Cabell Hall 411,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Intermediate Chinese,,Open,0,18,0,"Builds on the foundations acquired in CHIN 1010-1020 with further refinement of all four basic skills (listening, speaking, reading, and writing. Course is not intended for native or near-native speakers of Chinese. Prerequisite: CHIN 1020 or equivalent background (as demonstrated in the department's placement test).",,
11837,CHIN,2010,002,Lecture,4,Jun Wang,MoTuWeTh 1:00pm - 1:50pm,New Cabell Hall 183,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Intermediate Chinese,,Open,0,18,0,"Builds on the foundations acquired in CHIN 1010-1020 with further refinement of all four basic skills (listening, speaking, reading, and writing. Course is not intended for native or near-native speakers of Chinese. Prerequisite: CHIN 1020 or equivalent background (as demonstrated in the department's placement test).",,
12089,CHIN,2010,003,Lecture,4,Shu-Chen Chen,MoTuWeTh 2:00pm - 2:50pm,New Cabell Hall 064,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Intermediate Chinese,,Open,0,18,0,"Builds on the foundations acquired in CHIN 1010-1020 with further refinement of all four basic skills (listening, speaking, reading, and writing. Course is not intended for native or near-native speakers of Chinese. Prerequisite: CHIN 1020 or equivalent background (as demonstrated in the department's placement test).",,
12967,CHIN,2010,004,Lecture,4,Ju Min Wang,MoTuWeTh 10:00am - 10:50am,New Cabell Hall 056,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Intermediate Chinese,,Open,0,18,0,"Builds on the foundations acquired in CHIN 1010-1020 with further refinement of all four basic skills (listening, speaking, reading, and writing. Course is not intended for native or near-native speakers of Chinese. Prerequisite: CHIN 1020 or equivalent background (as demonstrated in the department's placement test).",,
11838,CHIN,2020,001,Lecture,4,Wen Guo,MoTuWeTh 9:00am - 9:50am,New Cabell Hall 415,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Intermediate Chinese,,Open,0,18,0,"Prerequisite: CHIN 2010, 2020 are the continuation of CHIN 1020. They are not intended for native or near-native speakers of Chinese. The goals of this course are to help students improve their spoken and aural proficiency, achieve a solid reading level, and learn to express themselves clearly in writing on a variety of covered topics using learned grammar patterns and vocabulary. These goals are approached through grammar and reading-writing exercises, classroom drills, listening and speaking activities, and written quizzes and exams.",World Languages,
14216,CHIN,3010,001,Lecture,3,Miao-Fen Tseng,MoWeFr 10:00am - 10:50am,New Cabell Hall 287,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Pre-Advanced Chinese I,,Open,0,12,0,"This course is the continuation of Intermediate Chinese (CHIN 2020). All four basic skills (listening, speaking, reading, and writing) are equally stressed. Readings and discussions are related to various aspects of modern China. The class is conducted mainly in Mandarin Chinese. Prerequisite: CHIN 2020 or 2060 or equivalent (as demonstrated in the placement test).",,No Cost Course Materials
10061,CHIN,3010,002,Lecture,3,Miao-Fen Tseng,MoWeFr 11:00am - 11:50am,New Cabell Hall 287,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Pre-Advanced Chinese I,,Open,0,12,0,"This course is the continuation of Intermediate Chinese (CHIN 2020). All four basic skills (listening, speaking, reading, and writing) are equally stressed. Readings and discussions are related to various aspects of modern China. The class is conducted mainly in Mandarin Chinese. Prerequisite: CHIN 2020 or 2060 or equivalent (as demonstrated in the placement test).",,No Cost Course Materials
12965,CHIN,3010,003,Lecture,3,Jun Wang,MoWeFr 2:00pm - 2:50pm,New Cabell Hall 183,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Pre-Advanced Chinese I,,Open,0,12,0,"This course is the continuation of Intermediate Chinese (CHIN 2020). All four basic skills (listening, speaking, reading, and writing) are equally stressed. Readings and discussions are related to various aspects of modern China. The class is conducted mainly in Mandarin Chinese. Prerequisite: CHIN 2020 or 2060 or equivalent (as demonstrated in the placement test).",,
10062,CHIN,3015,001,Lecture,1,Ying Yue,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Language House Conversation,,Open,0,15,0,For students residing in the Chinese group in Shea House. Prerequisite: instructor permission.,,
19229,CHIN,3050,001,Lecture,3,Ran Zhao,MoWeFr 9:00am - 9:50am,New Cabell Hall 068,08/26/2025 - 12/09/2025,,,,,,,,,,,,,One Book at a Time: Reading China from Cover to Cover,,Open,0,15,0,Students of second or above levels can select a book from a list of great Chinese literary works curated by the instructor to read. Some graded readers will be included for 2000-level students. This course provides students with the opportunity and support to read a book in Chinese language from cover to cover while discussing related social and cultural topics. Heritage students have the opportunity to pick a book of their choice. Prerequisite: CHIN 1020 or CHIN 1060.,Cultures & Societies of the World,
11183,CHIN,4010,001,Lecture,3,Ying Yue,MoWeFr 2:00pm - 2:50pm,New Cabell Hall 036,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Advanced Chinese I,,Open,0,12,0,This course is a continuation of CHIN 3020. The goal of these courses is to help students understand journalistic essays and some literature pieces through systematic study of sentence patterns and formal writing styles. All aspects of Chinese language learning are still evenly balanced. Prerequisites: CHIN 3020 or equivalent.,Cultures & Societies of the World,
11383,CHIN,4010,002,Lecture,3,Ran Zhao,MoWeFr 11:00am - 11:50am,New Cabell Hall 107,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Advanced Chinese I,,Open,0,12,0,This course is a continuation of CHIN 3020. The goal of these courses is to help students understand journalistic essays and some literature pieces through systematic study of sentence patterns and formal writing styles. All aspects of Chinese language learning are still evenly balanced. Prerequisites: CHIN 3020 or equivalent.,Cultures & Societies of the World,
19241,CHIN,4200,001,SEM,3,Charles Laughlin,TuTh 12:30pm - 1:45pm,Kerchof Hall 317,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Modern Chinese Literary Translation,,Open,0,20,0,"This course uses modern Chinese literary texts to introduce students to the special skills and problems associated with translation. Activities include: familiarization with key theoretical issues in translation studies, dictionary training, assessing and comparing existing translations, group work, draft revision, and quizzes on reading assignments. Prerequisite: CHIN 4020 or equivalent level. Some familiarity with Chinese literature preferred.","Artistic, Interpretive, & Philosophical Inquiry",
12569,CHIN,4801,001,Lecture,3,Shu-Chen Chen,TuTh 11:00am - 12:15pm,New Cabell Hall 042,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Professional Chinese with Community Engagement,,Open,0,12,0,"This is an advanced Chinese language course in which students engage professionals from different occupations in discussion about work and life. Students will acquire both knowledge and new vocabulary and expressions from the different professions these professionals bring to the classroom. By seeing the meaning of work and life for these professionals, students develop understanding of their own work and life.",,No Cost Course Materials
12966,CHIN,4810,001,Lecture,3,Miao-Fen Tseng,MoWeFr 1:00pm - 1:50pm,New Cabell Hall 115,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Media Chinese I,,Open,0,12,0,"Studies electronic and print media in Chinese, emphasizing current events as reported in the Chinese speaking world, to further develop oral and written proficiency. Prerequisite: CHIN 4020 or equivalent, or instructor permission.",,No Cost Course Materials
20188,CHTR,1010,001,Lecture,3,Ju Min Wang,TuTh 2:00pm - 3:15pm,New Cabell Hall 115,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Experiencing Chinese Culture with Community Engagement,,Open,0,20,0,"This course immerses students in Chinese culture through hands-on experience in music, calligraphy, cooking, and more, regardless of language background. Students will engage with the Charlottesville community, contributing to cultural festivals and events while connecting with local Chinese families. By course end, students will gain practical cultural skills, deepen their understanding, and share their knowledge through community participation.",Cultures & Societies of the World,
20251,CHTR,3010,001,Lecture,3,Canaan Morse,MoWe 5:00pm - 6:15pm,New Cabell Hall 183,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Survey of Traditional Chinese Literature,,Open,0,20,0,"Introductory survey of Chinese literature from earliest times (first millennium BCE) through the Tang Dynasty in English translation, including major works from the genres of poetry and prose. The course familiarizes students with the Chinese literary canon and modes of reading, literary analysis and interpretation. CHTR3010/5010 is especially intended for undergraduate majors and graduate students in EALC.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
13609,CHTR,3020,001,Lecture,3,Charles Laughlin,TuTh 5:00pm - 6:15pm,New Cabell Hall 232,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Survey of Modern Chinese Literature,,Open,0,40,0,The Revolutionary Tradition in Modern Chinese Literature and Film is a general introduction to modern Chinese literary culture.,"Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
11384,CHTR,4991,001,SEM,1,Charles Laughlin,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Chinese Capstone,,Open,0,10,0,"Restricted to Chinese majors, this course is designed as a capstone seminar that will require a class presentation and an extended final paper that demonstrate the significant knowledge of Chinese language.",,
10903,CLAS,2010,100,Lecture,3,John Dillery,TuTh 12:30pm - 1:45pm,Physics Bldg 338,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,120,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
10904,CLAS,2010,101,Discussion,0,William Nichols,Fr 9:00am - 9:50am,New Cabell Hall 415,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
10905,CLAS,2010,102,Discussion,0,William Nichols,Fr 10:00am - 10:50am,New Cabell Hall 415,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
10906,CLAS,2010,103,Discussion,0,William Nichols,Fr 1:00pm - 1:50pm,Cocke Hall 101,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
11063,CLAS,2010,104,Discussion,0,Casey Steffen,Fr 2:00pm - 2:50pm,New Cabell Hall 415,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
11809,CLAS,2010,105,Discussion,0,Casey Steffen,Fr 9:00am - 9:50am,New Cabell Hall 411,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
11810,CLAS,2010,106,Discussion,0,Casey Steffen,Fr 10:00am - 10:50am,New Cabell Hall 283,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Greek Civilization,,Open,0,20,0,"Studies Greek history, literature, and art. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Historical Perspectives",
19242,CLAS,2300,001,Lecture,3,Bradford Hays,TuTh 11:00am - 12:15pm,New Cabell Hall 338,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Ancient Rome at the Movies,,Open,0,30,0,"This class will study the representation of Rome on both the big & small screen from the early days until now. Readings from classical sources, from film theory, & from the historical novels that inspired some of the films. We'll be asking how these imagined Romes relate to historical reality, how they engage in dialogue with one another, & how they function as a mirror for the concerns & anxieties of our own society.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
13633,CLAS,3210,001,Lecture,3,David Williams,TuTh 2:00pm - 3:15pm,Cocke Hall 115,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Tragedy and Comedy,,Open,0,30,0,"Analyzes readings in the tragic poets Aeschylus, Sophocles, Euripides, and Seneca; and the comic poets Aristophanes, Menander, Plautus, and Terence, together with ancient and modern discussions. For more details on this class, please visit the department website at http://www.virginia.edu/classics/.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
19247,CLAS,7031,1,SEM,1,Jon Lendon,Mo 6:30pm - 7:45pm,Nau Hall 141,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Proseminar in Ancient Studies,,Open,0,15,0,"A course for first- or second-year graduate students in ancient disciplines which acquaints them with various facets of the study of Greek and Roman antiquity; introduces them to a range of approaches to the ancient world; and introduces them to each other and to the affiliated faculty in Classics, History, Art, Religious Studies.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
12270,COGS,3960,001,IND,2 - 3,Mark Beenhakker,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
10821,COGS,3960,002,IND,2 - 3,Steven Boker,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,No Cost Course Materials
11793,COGS,3960,003,IND,2 - 3,Jaeda Coutinho-Budd,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
11794,COGS,3960,004,IND,2 - 3,Ukpong Eyo,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
11795,COGS,3960,005,IND,2 - 3,Gregory Gerling,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,No Cost Course Materials
11796,COGS,3960,006,IND,2 - 3,Jennie Grammer,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
11797,COGS,3960,007,IND,2 - 3,William Levy,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
11917,COGS,3960,008,IND,2 - 3,Filip Loncke,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12018,COGS,3960,009,IND,2 - 3,Wendy Lynch,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12024,COGS,3960,010,IND,2 - 3,Daniel Meliza,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,20,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12810,COGS,3960,011,IND,2 - 3,Manoj Patel,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12811,COGS,3960,012,IND,2 - 3,Kevin Pelphrey,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12845,COGS,3960,013,IND,2 - 3,Meghan Puglia,Mo 12:00am - 12:00am,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,25,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12897,COGS,3960,014,IND,2 - 3,Karen Schmidt,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12899,COGS,3960,015,IND,2 - 3,Per Sederberg,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12909,COGS,3960,016,IND,2 - 3,Kelly Shaffer,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
12922,COGS,3960,017,IND,2 - 3,Bhanu Tewari,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
13071,COGS,3960,018,IND,2 - 3,Hui Zong,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
13390,COGS,3960,019,IND,2 - 3,Chia-Yi Kuan,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
13441,COGS,3960,020,IND,2 - 3,Bimal Desai,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
13447,COGS,3960,021,IND,2 - 3,Adema Ribic,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
14147,COGS,3960,022,IND,2 - 3,Jung-Bum Shin,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
14204,COGS,3960,023,IND,2 - 3,Daniel Gioeli,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
14222,COGS,3960,024,IND,2 - 3,Manoj Patel,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
14248,COGS,3960,025,IND,2 - 3,Edward Nieh,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
14330,COGS,3960,026,IND,2 - 3,Meghan Mattos,TBA,TBA,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Cognitive Science Research,,Open,0,30,0,This course aims to provide faculty-supervised research experience. A faculty mentor should be identified before enrollment. S/U grading. May be repeated for credit. Prerequisites: Faculty supervisor permission.,,
13070,COGS,4970,001,SEM,3,Per Sederberg,Fr 2:00pm - 2:50pm,Pavilion VIII 108,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Distinguished Major Thesis I,,Open,0,18,0,A two-semester course in which the student prepares a thesis under the supervision of a departmental faculty member. The thesis may be based on empirical research conducted by the student or a critical review or theoretical analysis of existing findings.,,
17908,COMM,1800,001,Lecture,3,Elaine Costa,TuTh 9:30am - 10:45am,Robertson Hall 120,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Commerce,,Open,0,169,0,"The primary objective of this course is to provide a foundational overview of business, including the themes of the history of business, business and society, and innovation. The course will enable students to gage interest in business and prepare students for business-related education, jobs, and careers. THIS COURSE IS A PREREQUISITE FOR THE MCINTIRE SCHOOL OF COMMERCE.",,
17909,COMM,1800,002,Lecture,3,David Costanza,TuTh 11:00am - 12:15pm,Robertson Hall 120,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Commerce,,Open,0,169,0,"The primary objective of this course is to provide a foundational overview of business, including the themes of the history of business, business and society, and innovation. The course will enable students to gage interest in business and prepare students for business-related education, jobs, and careers. THIS COURSE IS A PREREQUISITE FOR THE MCINTIRE SCHOOL OF COMMERCE.",,
17961,COMM,1800,003,Lecture,3,Elaine Costa,TuTh 12:30pm - 1:45pm,Robertson Hall 120,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Commerce,,Open,0,169,0,"The primary objective of this course is to provide a foundational overview of business, including the themes of the history of business, business and society, and innovation. The course will enable students to gage interest in business and prepare students for business-related education, jobs, and careers. THIS COURSE IS A PREREQUISITE FOR THE MCINTIRE SCHOOL OF COMMERCE.",,
17972,COMM,1800,004,Lecture,3,David Costanza,TuTh 2:00pm - 3:15pm,Robertson Hall 120,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Commerce,,Open,0,169,0,"The primary objective of this course is to provide a foundational overview of business, including the themes of the history of business, business and society, and innovation. The course will enable students to gage interest in business and prepare students for business-related education, jobs, and careers. THIS COURSE IS A PREREQUISITE FOR THE MCINTIRE SCHOOL OF COMMERCE.",,
17969,COMM,1800,005,Lecture,3,David Costanza,TuTh 3:30pm - 4:45pm,Robertson Hall 120,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Commerce,,Open,0,169,0,"The primary objective of this course is to provide a foundational overview of business, including the themes of the history of business, business and society, and innovation. The course will enable students to gage interest in business and prepare students for business-related education, jobs, and careers. THIS COURSE IS A PREREQUISITE FOR THE MCINTIRE SCHOOL OF COMMERCE.",,
20345,COMM,2001,100,Lecture,3,Jill Mitchell,TuTh 8:00am - 9:15am,Shumway Hall Room 120A,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20346,COMM,2001,110,SPS,0,,Th 7:00pm - 9:00pm,Contact Department,09/25/2025 - 09/25/2025,,Th 7:00PM - 9:00PM,Contact Department,11/13/2025 - 11/13/2025,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20366,COMM,2001,200,Lecture,3,Jill Mitchell,TuTh 9:30am - 10:45am,Shumway Hall Room 120A,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20367,COMM,2001,210,SPS,0,,Th 7:00pm - 9:00pm,Contact Department,09/25/2025 - 09/25/2025,,Th 7:00PM - 9:00PM,Contact Department,11/13/2025 - 11/13/2025,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20372,COMM,2001,300,Lecture,3,Roger Martin,TuTh 11:00am - 12:15pm,Shumway Hall Room 120A,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20373,COMM,2001,310,SPS,0,,Th 7:00pm - 9:00pm,Contact Department,09/25/2025 - 09/25/2025,,Th 7:00PM - 9:00PM,Contact Department,11/13/2025 - 11/13/2025,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20374,COMM,2001,400,Lecture,3,Roger Martin,TuTh 12:30pm - 1:45pm,Shumway Hall Room 120A,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20375,COMM,2001,410,SPS,0,,Th 7:00pm - 9:00pm,Contact Department,09/25/2025 - 09/25/2025,,Th 7:00PM - 9:00PM,Contact Department,11/13/2025 - 11/13/2025,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
20376,COMM,2001,500,Lecture,3,Jill Mitchell,TuTh 2:00pm - 3:15pm,Shumway Hall Room 120A,08/26/2025 - 12/09/2025,,,,,,,,,,,,,Foundations of Financial Accounting,,Open,0,66,0,"This course introduces financial accounting, the role of accounting, and how economic transactions are identified and recorded in an accounting system. It covers the construction and analysis of basic financial statements and the accounting system's function in measuring, classifying, and reporting economic data. Students learn about financial statements, raising capital, business investments, accounting for inventory, and accounts receivable.",,
