ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Disciplines,Cost
11645,BIMS,8993,020,IND,1 - 12,Daniel Gioeli,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11646,BIMS,8993,021,IND,1 - 12,Xiaowei Lu,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11647,BIMS,8993,022,IND,1 - 12,Nadia Lunardi,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11648,BIMS,8993,023,IND,1 - 12,Aakrosh Ratan,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11649,BIMS,8993,024,IND,1 - 12,Seham Ebrahim,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11650,BIMS,8993,025,IND,1 - 12,Wladek Minor,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11651,BIMS,8993,026,IND,1 - 12,Hao Jiang,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11652,BIMS,8993,027,IND,1 - 12,David Cafiso,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11653,BIMS,8993,028,IND,1 - 12,Molly Hughes,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11654,BIMS,8993,029,IND,1 - 12,Ahmad Jomaa,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11786,BIMS,8993,030,IND,1 - 12,David Wotton,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11787,BIMS,8993,031,IND,1 - 12,Hui Li,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11794,BIMS,8993,032,IND,1 - 12,Elise Cope,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11820,BIMS,8993,033,IND,1 - 12,Douglas Bayliss,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11821,BIMS,8993,034,IND,1 - 12,Peter Stukenberg,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11822,BIMS,8993,035,IND,1 - 12,Stefanie Redemann,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11823,BIMS,8993,036,IND,1 - 12,Edward Perez-Reyes,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11824,BIMS,8993,037,IND,1 - 12,Jaeda Coutinho-Budd,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11825,BIMS,8993,038,IND,1 - 12,Matthew Wolf,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11826,BIMS,8993,039,IND,1 - 12,Timothy Bullock,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11827,BIMS,8993,040,IND,1 - 12,Norbert Leitinger,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11828,BIMS,8993,041,IND,1 - 12,Heather Ferris,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11829,BIMS,8993,042,IND,1 - 12,Bon Trinh,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11830,BIMS,8993,043,IND,1 - 12,Ariel Pani,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11831,BIMS,8993,044,IND,1 - 12,Anja Bielinsky,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-topical Research: Visiting Research Graduate Traineeship Program,,Open,0,30,0,This course is for visiting research students participating in the BIMS Visiting Research Graduate Trianeeship Program (VRGTP). Students in this course are dual enrolled in their home institution and will participate in research for a minimum of 4 semesters. The research will assist them in completing their degree at their home institution. Non-degree students.,,
11743,BIMS,8995,001,Laboratory,1 - 12,Mariano Garcia-Blanco,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Topical Research: Research in Biomedical Sciences,,Open,0,30,0,This course introduces students to biomedical research. Students conduct one or more research projects of limited scope under the direction of faculty and lab members. It is open only to graduate students in Biomedical Sciences (BIMS).,,
11773,BIMS,8995,002,Laboratory,1 - 12,Janet Cross,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Topical Research: Research in Biomedical Sciences,,Open,0,30,0,This course introduces students to biomedical research. Students conduct one or more research projects of limited scope under the direction of faculty and lab members. It is open only to graduate students in Biomedical Sciences (BIMS).,,
11864,BIMS,8995,003,Laboratory,1 - 12,Thurl Harris,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Topical Research: Research in Biomedical Sciences,,Open,0,30,0,This course introduces students to biomedical research. Students conduct one or more research projects of limited scope under the direction of faculty and lab members. It is open only to graduate students in Biomedical Sciences (BIMS).,,
11631,BIMS,9998,002,IND,1 - 12,Timothy Bullock,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11632,BIMS,9998,003,IND,1 - 12,Jeffrey Smith,mo 12:00am - 12:00am,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11633,BIMS,9998,005,IND,1 - 12,Janet Cross,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11634,BIMS,9998,006,IND,1 - 12,Lucy Pemberton,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11635,BIMS,9998,009,IND,1 - 12,Thurl Harris,mo 12:00am - 12:00am,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,5,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11643,BIMS,9998,010,IND,1 - 12,Roger Abounader,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11788,BIMS,9998,013,IND,1 - 12,Xiaowei Lu,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11789,BIMS,9998,014,IND,1 - 12,Ilya Levental,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11818,BIMS,9998,015,IND,1 - 12,Aakrosh Ratan,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11819,BIMS,9998,016,IND,1 - 12,Bryce Paschal,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11868,BIMS,9998,017,IND,1 - 12,Mark Beenhakker,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11869,BIMS,9998,018,IND,1 - 12,Brant Isakson,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,Preparation for Doctoral Research prior to completion of candidacy examination.,,
11571,BIOC,9999,001,IND,1 - 12,David Auble,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11572,BIOC,9999,002,IND,1 - 12,Stefan Bekiranov,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11573,BIOC,9999,003,IND,1 - 12,John Bushweller,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11574,BIOC,9999,004,IND,1 - 12,Anindya Dutta,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11575,BIOC,9999,005,IND,1 - 12,Joel Hockensmith,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11576,BIOC,9999,006,IND,1 - 12,Marty Mayo,mo 8:00am - 9:00am,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11577,BIOC,9999,007,IND,1 - 12,Gary Owens,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11578,BIOC,9999,008,IND,1 - 12,Bryce Paschal,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11579,BIOC,9999,009,IND,1 - 12,Jeffrey Smith,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11580,BIOC,9999,010,IND,1 - 12,Peter Stukenberg,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11581,BIOC,9999,011,IND,1 - 12,David Wotton,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11582,BIOC,9999,012,IND,1 - 12,Marie-Louise Hammarskjold,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11583,BIOC,9999,013,IND,1 - 12,Hui Li,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11584,BIOC,9999,014,IND,1 - 12,Alison Criss,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11585,BIOC,9999,015,IND,1 - 12,Coleen Mcnamara,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11586,BIOC,9999,016,IND,1 - 12,Lukas Tamm,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11587,BIOC,9999,018,IND,1 - 12,Zhen Yan,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11588,BIOC,9999,019,IND,1 - 12,Ming Li,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11589,BIOC,9999,020,IND,1 - 12,Yuh-Hwa Wang,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11590,BIOC,9999,021,IND,1 - 12,Thomas Loughran,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11591,BIOC,9999,022,IND,1 - 12,Charles Farber,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11592,BIOC,9999,023,IND,1 - 12,Weibin Shi,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11593,BIOC,9999,024,IND,1 - 12,Tarek Abbas,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11595,BIOC,9999,025,IND,1 - 12,Jung-Bum Shin,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11596,BIOC,9999,026,IND,1 - 12,Stephen Rich,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11597,BIOC,9999,027,IND,1 - 12,Edward Egelman,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11598,BIOC,9999,028,IND,1 - 12,Clint Miller,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11599,BIOC,9999,029,IND,1 - 12,Golam Mohi,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11600,BIOC,9999,030,IND,1 - 12,Nathan Sheffield,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11603,BIOC,9999,031,IND,1 - 12,David Kashatus,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11604,BIOC,9999,032,IND,1 - 12,Ani Manichaikul,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11605,BIOC,9999,033,IND,1 - 12,Jason Papin,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11606,BIOC,9999,034,IND,1 - 12,Kenneth Walsh,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11594,BIOC,9999,035,IND,1 - 12,Sanchita Bhatnagar,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11601,BIOC,9999,036,IND,1 - 12,Francine Garrett-Bakelman,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11602,BIOC,9999,037,IND,1 - 12,Michael Guertin,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11744,BIOC,9999,038,IND,1 - 12,Gloria Sheynkman,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11745,BIOC,9999,039,IND,1 - 12,Gregory Medlock,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11762,BIOC,9999,040,IND,1 - 12,Sean Moore,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11790,BIOC,9999,041,IND,1 - 12,Anja Bielinsky,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11791,BIOC,9999,042,IND,1 - 12,Chongzhi Zang,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11792,BIOC,9999,043,IND,1 - 12,Michael Engel,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11793,BIOC,9999,044,IND,1 - 12,Noelle Dwyer,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11795,BIOC,9999,045,IND,1 - 12,Mohammad Fallahi-Sichani,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11812,BIOC,9999,046,IND,1 - 12,Kevin Janes,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11813,BIOC,9999,047,IND,1 - 12,Aakrosh Ratan,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11814,BIOC,9999,048,IND,1 - 12,John Platig,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11815,BIOC,9999,049,IND,1 - 12,Jeffrey Saucerman,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
11850,BIOC,9999,050,IND,1 - 12,Tian Zhang,tba,TBA,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Non-Topical Research,,Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director.",,
10684,BIOL,2100,100,Lecture,4,David Kittlesen,motuwethfr 10:00am - 12:15pm,TBA,06/16/2025 - 07/11/2025,David Kittlesen,sa 10:00am - 12:15pm,TBA,06/28/2025 - 06/28/2025,,,,,,,,,Introduction to Biology with Laboratory: Cell Biology & Genetics,,Open,2,48,0,"BIOL 2100 is one of two semester courses that together provide an intensive introduction to biology for prospective Biology majors and pre-health (med, vet, dental) students. This course focuses on the fundamentals of cell biology and genetics with an emphasis on classical and modern experimental approaches. Lecture topics and concepts are reinforced and extended during once-weekly laboratory/small group discussions.",Living Systems,
10772,BIOL,2100,101,Laboratory,0,David Kittlesen,motuwethfr 1:00pm - 3:30pm,TBA,06/16/2025 - 07/11/2025,David Kittlesen,sa 1:00pm - 3:30pm,TBA,06/28/2025 - 06/28/2025,,,,,,,,,Introduction to Biology with Laboratory: Cell Biology & Genetics,,Open,2,24,0,"BIOL 2100 is one of two semester courses that together provide an intensive introduction to biology for prospective Biology majors and pre-health (med, vet, dental) students. This course focuses on the fundamentals of cell biology and genetics with an emphasis on classical and modern experimental approaches. Lecture topics and concepts are reinforced and extended during once-weekly laboratory/small group discussions.",Living Systems,
12145,BIOL,2100,102,Laboratory,0,David Kittlesen,motuwethfr 1:00pm - 3:30pm,TBA,06/16/2025 - 07/11/2025,David Kittlesen,sa 1:00pm - 3:30pm,TBA,06/28/2025 - 06/28/2025,,,,,,,,,Introduction to Biology with Laboratory: Cell Biology & Genetics,,Open,0,24,0,"BIOL 2100 is one of two semester courses that together provide an intensive introduction to biology for prospective Biology majors and pre-health (med, vet, dental) students. This course focuses on the fundamentals of cell biology and genetics with an emphasis on classical and modern experimental approaches. Lecture topics and concepts are reinforced and extended during once-weekly laboratory/small group discussions.",Living Systems,
10686,BIOL,3410,100,Lecture,4,Ann Massey,motuwethfr 10:30am - 11:30am,TBA,06/16/2025 - 08/07/2025,Ann Massey,sa 10:30am - 11:30am,TBA,06/28/2025 - 06/28/2025,,,,,,,,,Human Anatomy and Physiology I,,Open,15,40,0,"This course, the first in a two-course sequence, is an introduction to the structure and function of the human body. Review of the structure and physiology of cells and tissues leads to in-depth study of the musculoskeletal and nervous systems. Control mechanisms and the contributions of each system to overall homeostasis are emphasized.",Living Systems,
